Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Engine Size Clean,Engine Size Category,Horsepower (HP) Clean,Power Category,Price (in USD),Seats Clean,Efficiency Category,Price per HP,Price per Seat,Price per Engine Size,Price per Efficiency,Brand Type,Price per Brand Type HP,Price per Brand Type Engine Size
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,"$45,000 ",Petrol,2,198 Nm,2393.0,Large,151,Medium Power,45000.0,2,Media,298.0132450331126,22500.0,18.80484747179273,22500.0,Mainstream,298.0132450331126,18.80484747179273
Nissan,100NX,1.6L Inline-4,1597 cc,110 HP,185 km/h,9.6 sec,"$18,000 ",Petrol,4,135 Nm,1597.0,Medium,110,Medium Power,18000.0,4,Media,163.63636363636363,4500.0,11.271133375078271,9000.0,Mainstream,163.63636363636363,11.271133375078271
Nissan,Cedric Special Edition,3.0L V6,2960 cc,250 HP,225 km/h,8.5 sec,"$60,000 ",Petrol,5,330 Nm,2960.0,Extra Large,250,High Power,60000.0,5,Media,240.0,12000.0,20.27027027027027,30000.0,Mainstream,240.0,20.27027027027027
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,"$55,000 ",Petrol,4,384 Nm,2960.0,Extra Large,300,Very High Power,55000.0,4,Media,183.33333333333334,13750.0,18.58108108108108,27500.0,Mainstream,183.33333333333334,18.58108108108108
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998 cc,250 HP,240 km/h,5.6 sec,"$35,000 ",Petrol,4,300 Nm,1998.0,Large,250,High Power,35000.0,4,Media,140.0,8750.0,17.51751751751752,17500.0,Mainstream,140.0,17.51751751751752
Nissan,NV400,2.3L Inline-4 Diesel,2298 cc,135 HP,150 km/h,15.0 sec,"$40,000 ",Diesel,3,360 Nm,2298.0,Large,135,Medium Power,40000.0,3,Media,296.2962962962963,13333.333333333334,17.40644038294169,20000.0,Mainstream,296.2962962962963,17.40644038294169
Nissan,Titan Warrior,5.6L V8,5552 cc,400 HP,180 km/h,7.0 sec,"$55,000 ",Petrol,5,560 Nm,5552.0,Extra Large,400,Very High Power,55000.0,5,Media,137.5,11000.0,9.906340057636887,27500.0,Mainstream,137.5,9.906340057636887
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498 cc,127 HP,140 km/h,14.0 sec,"$30,000 ",Diesel,7,260 Nm,2498.0,Large,127,Medium Power,30000.0,7,Media,236.2204724409449,4285.714285714285,12.00960768614892,15000.0,Mainstream,236.2204724409449,12.00960768614892
Nissan,Serena e-Power,1.2L Hybrid,1198 cc,134 HP,160 km/h,12.0 sec,"$35,000 ",Hybrid,7,320 Nm,1198.0,Medium,134,Medium Power,35000.0,7,Media,261.1940298507463,5000.0,29.215358931552586,17500.0,Mainstream,261.1940298507463,29.215358931552586
Nissan,Elgrand,3.5L V6,3498 cc,280 HP,200 km/h,8.5 sec,"$50,000 ",Petrol,7,344 Nm,3498.0,Extra Large,280,High Power,50000.0,7,Media,178.57142857142858,7142.857142857143,14.29388221841052,25000.0,Mainstream,178.57142857142858,14.29388221841052
Nissan,Datsun 510,1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,"$25,000 ",Petrol,4,135 Nm,1595.0,Medium,96,Low Power,25000.0,4,Media,260.4166666666667,6250.0,15.67398119122257,12500.0,Mainstream,260.4166666666667,15.67398119122257
Nissan,Prairie,2.0L Inline-4,1998 cc,120 HP,175 km/h,11.0 sec,"$18,000 ",Petrol,5,170 Nm,1998.0,Large,120,Medium Power,18000.0,5,Media,150.0,3600.0,9.00900900900901,9000.0,Mainstream,150.0,9.00900900900901
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998 cc,230 HP,225 km/h,6.0 sec,"$30,000 ",Petrol,5,280 Nm,1998.0,Large,230,High Power,30000.0,5,Media,130.43478260869566,6000.0,15.015015015015015,15000.0,Mainstream,130.43478260869566,15.015015015015015
Nissan,Almera Tino,1.8L Inline-4,1769 cc,114 HP,180 km/h,12.5 sec,"$15,000 ",Petrol,5,160 Nm,1769.0,Large,114,Medium Power,15000.0,5,Media,131.57894736842104,3000.0,8.479366873940078,7500.0,Mainstream,131.57894736842104,8.479366873940078
Nissan,Lucino,1.6L Inline-4,1597 cc,115 HP,185 km/h,10.5 sec,"$12,000 ",Petrol,5,150 Nm,1597.0,Medium,115,Medium Power,12000.0,5,Media,104.34782608695652,2400.0,7.514088916718848,6000.0,Mainstream,104.34782608695652,7.514088916718848
Nissan,Rasheen,1.5L Inline-4,1497 cc,105 HP,165 km/h,13.0 sec,"$10,000 ",Petrol,5,135 Nm,1497.0,Medium,105,Medium Power,10000.0,5,Media,95.23809523809524,2000.0,6.680026720106881,5000.0,Mainstream,95.23809523809524,6.680026720106881
Nissan,Mistral,2.7L Turbo Diesel,2663 cc,125 HP,160 km/h,12.5 sec,"$25,000 ",Diesel,7,260 Nm,2663.0,Extra Large,125,Medium Power,25000.0,7,Baja,200.0,3571.4285714285716,9.38790837401427,25000.0,Mainstream,200.0,9.38790837401427
Nissan,Patrol Y60,4.2L Inline-6,4169 cc,155 HP,160 km/h,12.0 sec,"$45,000 ",Diesel,7,330 Nm,4169.0,Extra Large,155,Medium Power,45000.0,7,Baja,290.3225806451613,6428.571428571428,10.79395538498441,45000.0,Mainstream,290.3225806451613,10.79395538498441
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998 cc,280 HP,215 km/h,6.4 sec,"$38,000 ",Petrol,5,310 Nm,1998.0,Large,280,High Power,38000.0,5,Media,135.71428571428572,7600.0,19.01901901901902,19000.0,Mainstream,135.71428571428572,19.01901901901902
Nissan,Terrano Regulus,3.3L V6,3275 cc,170 HP,175 km/h,10.0 sec,"$28,000 ",Petrol,5,290 Nm,3275.0,Extra Large,170,Medium Power,28000.0,5,Media,164.7058823529412,5600.0,8.549618320610687,14000.0,Mainstream,164.7058823529412,8.549618320610687
Nissan,President,4.5L V8,4494 cc,280 HP,210 km/h,7.5 sec,"$70,000 ",Petrol,5,400 Nm,4494.0,Extra Large,280,High Power,70000.0,5,Media,250.0,14000.0,15.576323987538942,35000.0,Mainstream,250.0,15.576323987538942
Nissan,Cima,4.1L V8,4130 cc,270 HP,210 km/h,8.0 sec,"$60,000 ",Petrol,5,390 Nm,4130.0,Extra Large,270,High Power,60000.0,5,Media,222.22222222222223,12000.0,14.527845036319613,30000.0,Mainstream,222.22222222222223,14.527845036319613
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960 cc,255 HP,215 km/h,6.5 sec,"$45,000 ",Petrol,5,340 Nm,2960.0,Extra Large,255,High Power,45000.0,5,Media,176.47058823529412,9000.0,15.202702702702704,22500.0,Mainstream,176.47058823529412,15.202702702702704
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960 cc,255 HP,220 km/h,6.5 sec,"$50,000 ",Petrol,5,340 Nm,2960.0,Extra Large,255,High Power,50000.0,5,Media,196.07843137254903,10000.0,16.89189189189189,25000.0,Mainstream,196.07843137254903,16.89189189189189
Nissan,Infiniti Q45*,4.5L V8,4494 cc,340 HP,240 km/h,6.2 sec,"$50,000 ",Petrol,5,450 Nm,4494.0,Extra Large,340,Very High Power,50000.0,5,Media,147.05882352941177,10000.0,11.125945705384957,25000.0,Mainstream,147.05882352941177,11.125945705384957
Nissan,Datsun 240Z,2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,"$45,000 ",Petrol,2,198 Nm,2393.0,Large,151,Medium Power,45000.0,2,Media,298.0132450331126,22500.0,18.80484747179273,22500.0,Mainstream,298.0132450331126,18.80484747179273
Nissan,280ZX,2.8L Inline-6,2753 cc,145 HP,205 km/h,9.5 sec,"$35,000 ",Petrol,2,210 Nm,2753.0,Extra Large,145,Medium Power,35000.0,2,Media,241.3793103448276,17500.0,12.713403559752997,17500.0,Mainstream,241.3793103448276,12.713403559752997
Nissan,Silvia S13,1.8L Turbo Inline-4,1809 cc,175 HP,215 km/h,6.8 sec,"$20,000 ",Petrol,4,230 Nm,1809.0,Large,175,Medium Power,20000.0,4,Media,114.28571428571429,5000.0,11.055831951354339,10000.0,Mainstream,114.28571428571429,11.055831951354339
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,200 HP,225 km/h,7.0 sec,"$25,000 ",Petrol,4,260 Nm,1998.0,Large,200,High Power,25000.0,4,Media,125.0,6250.0,12.512512512512513,12500.0,Mainstream,125.0,12.512512512512513
Nissan,NX Coupe,1.8L Inline-4,1839 cc,140 HP,200 km/h,9.0 sec,"$18,000 ",Petrol,4,180 Nm,1839.0,Large,140,Medium Power,18000.0,4,Media,128.57142857142858,4500.0,9.787928221859707,9000.0,Mainstream,128.57142857142858,9.787928221859707
Nissan,NV2500,4.0L V6,3954 cc,261 HP,160 km/h,10.0 sec,"$36,000 ",Petrol,2,385 Nm,3954.0,Extra Large,261,High Power,36000.0,2,Media,137.93103448275863,18000.0,9.104704097116844,18000.0,Mainstream,137.93103448275863,9.104704097116844
Nissan,NV3500,5.6L V8,5552 cc,375 HP,170 km/h,9.0 sec,"$42,000 ",Petrol,2,525 Nm,5552.0,Extra Large,375,Very High Power,42000.0,2,Media,112.0,21000.0,7.564841498559078,21000.0,Mainstream,112.0,7.564841498559078
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953 cc,150 HP,140 km/h,15.0 sec,"$35,000 ",Diesel,3,350 Nm,2953.0,Extra Large,150,Medium Power,35000.0,3,Media,233.33333333333334,11666.666666666666,11.852353538774128,17500.0,Mainstream,233.33333333333334,11.852353538774128
Porsche,Panamera,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.6 sec,"$88,000 ",Petrol,4,450 Nm,2894.0,Extra Large,330,Very High Power,88000.0,4,Media,266.6666666666667,22000.0,30.407740152038702,44000.0,Luxury,88.88888888888889,10.1359133840129
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.4 sec,"$92,000 ",Petrol,4,450 Nm,2894.0,Extra Large,330,Very High Power,92000.0,4,Media,278.7878787878788,23000.0,31.78991015894955,46000.0,Luxury,92.92929292929293,10.596636719649851
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894 cc,440 HP,289 km/h,4.4 sec,"$105,000 ",Petrol,4,550 Nm,2894.0,Extra Large,440,Very High Power,105000.0,4,Alta,238.63636363636363,26250.0,36.281962681409816,35000.0,Luxury,79.54545454545455,12.093987560469937
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996 cc,620 HP,315 km/h,3.1 sec,"$180,000 ",Petrol,4,820 Nm,3996.0,Extra Large,620,Very High Power,180000.0,4,Alta,290.3225806451613,45000.0,45.04504504504504,60000.0,Luxury,96.7741935483871,15.015015015015015
Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996 cc,473 HP,300 km/h,3.9 sec,"$130,000 ",Petrol,4,620 Nm,3996.0,Extra Large,473,Very High Power,130000.0,4,Media,274.8414376321353,32500.0,32.532532532532535,65000.0,Luxury,91.6138125440451,10.844177510844178
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.4 sec,"$102,000 ",Petrol,4,450 Nm,2894.0,Extra Large,330,Very High Power,102000.0,4,Media,309.09090909090907,25500.0,35.245335176226675,51000.0,Luxury,103.03030303030303,11.748445058742226
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.9 kWh Battery,455 HP,280 km/h,4.4 sec,"$115,000 ",Hybrid (Petrol),4,700 Nm,17.9,Small,455,Very High Power,115000.0,4,Alta,252.74725274725276,28750.0,6424.581005586592,38333.333333333336,Luxury,84.24908424908425,2141.5270018621977
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.9 kWh Battery,455 HP,280 km/h,4.4 sec,"$120,000 ",Hybrid (Petrol),4,700 Nm,17.9,Small,455,Very High Power,120000.0,4,Alta,263.7362637362637,30000.0,6703.91061452514,40000.0,Luxury,87.91208791208791,2234.63687150838
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,690 HP,315 km/h,3.2 sec,"$190,000 ",Hybrid (Petrol),4,870 Nm,17.9,Small,690,Very High Power,190000.0,4,Alta,275.3623188405797,47500.0,10614.525139664805,63333.333333333336,Luxury,91.78743961352657,3538.1750465549353
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.6 sec,"$95,000 ",Petrol,4,450 Nm,2894.0,Extra Large,330,Very High Power,95000.0,4,Media,287.8787878787879,23750.0,32.82653766413269,47500.0,Luxury,95.95959595959596,10.942179221377563
Porsche,Cayenne,3.0L V6 Turbo,2995 cc,335 HP,245 km/h,5.9 sec,"$80,000 ",Petrol,5,450 Nm,2995.0,Extra Large,335,Very High Power,80000.0,5,Media,238.80597014925374,16000.0,26.71118530884808,40000.0,Luxury,79.60199004975124,8.903728436282693
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995 cc,335 HP,245 km/h,6.0 sec,"$85,000 ",Petrol,5,450 Nm,2995.0,Extra Large,335,Very High Power,85000.0,5,Media,253.73134328358208,17000.0,28.380634390651085,42500.0,Luxury,84.57711442786069,9.460211463550362
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894 cc,434 HP,265 km/h,5.0 sec,"$95,000 ",Petrol,5,550 Nm,2894.0,Extra Large,434,Very High Power,95000.0,5,Media,218.89400921658986,19000.0,32.82653766413269,47500.0,Luxury,72.9646697388633,10.942179221377563
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996 cc,541 HP,286 km/h,4.0 sec,"$130,000 ",Petrol,5,770 Nm,3996.0,Extra Large,541,Very High Power,130000.0,5,Media,240.29574861367837,26000.0,32.532532532532535,65000.0,Luxury,80.09858287122613,10.844177510844178
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996 cc,453 HP,270 km/h,4.5 sec,"$110,000 ",Petrol,5,620 Nm,3996.0,Extra Large,453,Very High Power,110000.0,5,Media,242.82560706401765,22000.0,27.52752752752753,55000.0,Luxury,80.94186902133922,9.175842509175842
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,670 HP,295 km/h,3.6 sec,"$170,000 ",Hybrid (Petrol),5,900 Nm,17.9,Small,670,Very High Power,170000.0,5,Alta,253.73134328358208,34000.0,9497.206703910615,56666.666666666664,Luxury,84.57711442786069,3165.735567970205
Porsche,Macan,2.0L I4 Turbo,1984 cc,261 HP,232 km/h,6.2 sec,"$60,000 ",Petrol,5,400 Nm,1984.0,Large,261,High Power,60000.0,5,Media,229.88505747126436,12000.0,30.241935483870968,30000.0,Luxury,76.62835249042146,10.080645161290322
Porsche,Macan S,2.9L V6 Twin Turbo,2894 cc,375 HP,259 km/h,4.8 sec,"$75,000 ",Petrol,5,520 Nm,2894.0,Extra Large,375,Very High Power,75000.0,5,Media,200.0,15000.0,25.91568762957844,37500.0,Luxury,66.66666666666667,8.638562543192812
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894 cc,434 HP,272 km/h,4.5 sec,"$85,000 ",Petrol,5,550 Nm,2894.0,Extra Large,434,Very High Power,85000.0,5,Media,195.85253456221199,17000.0,29.371112646855565,42500.0,Luxury,65.284178187404,9.790370882285188
Porsche,Macan T,2.0L I4 Turbo,1984 cc,261 HP,232 km/h,6.2 sec,"$65,000 ",Petrol,5,400 Nm,1984.0,Large,261,High Power,65000.0,5,Media,249.04214559386972,13000.0,32.76209677419355,32500.0,Luxury,83.01404853128992,10.920698924731182
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981 cc,379 HP,293 km/h,4.2 sec,"$110,000 ",Petrol,4,450 Nm,2981.0,Extra Large,379,Very High Power,110000.0,4,Media,290.23746701846966,27500.0,36.90036900369004,55000.0,Luxury,96.74582233948989,12.300123001230013
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,308 km/h,3.5,"$131,300 ",Petrol,4,528 Nm,2981.0,Extra Large,443,Very High Power,131300.0,4,Media,296.3882618510158,32825.0,44.045622274404565,65650.0,Luxury,98.79608728367194,14.681874091468188
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.2,"$106,500 ",Petrol,4,450 Nm,2981.0,Extra Large,379,Very High Power,106500.0,4,Media,281.00263852242745,26625.0,35.726266353572626,53250.0,Luxury,93.66754617414249,11.908755451190876
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,306 km/h,3.4,"$113,300 ",Petrol,4,528 Nm,2981.0,Extra Large,443,Very High Power,113300.0,4,Media,255.75620767494357,28325.0,38.00738007380074,56650.0,Luxury,85.25206922498118,12.669126691266912
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,289 km/h,4.4,"$121,300 ",Petrol,4,450 Nm,2981.0,Extra Large,379,Very High Power,121300.0,4,Media,320.0527704485488,30325.0,40.6910432740691,60650.0,Luxury,106.68425681618294,13.563681091356369
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,320 km/h,2.7,"$197,200 ",Petrol,4,750 Nm,3745.0,Extra Large,572,Very High Power,197200.0,4,Alta,344.75524475524475,49300.0,52.65687583444593,65733.33333333333,Luxury,114.91841491841492,17.55229194481531
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745 cc,640 hp,330 km/h,2.6,"$230,400 ",Petrol,4,800 Nm,3745.0,Extra Large,640,Very High Power,230400.0,4,Alta,360.0,57600.0,61.52202937249666,76800.0,Luxury,120.0,20.507343124165555
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996 cc,502 hp,318 km/h,3.4,"$161,100 ",Petrol,2,469 Nm,3996.0,Extra Large,502,Very High Power,161100.0,2,Media,320.9163346613546,80550.0,40.31531531531532,80550.0,Luxury,106.97211155378486,13.438438438438439
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996 cc,518 hp,296 km/h,3.2,"$241,300 ",Petrol,2,465 Nm,3996.0,Extra Large,518,Very High Power,241300.0,2,Media,465.83011583011586,120650.0,60.38538538538538,120650.0,Luxury,155.2767052767053,20.128461795128462
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.4,"$222,000 ",Petrol,2,570 Nm,2981.0,Extra Large,473,Very High Power,222000.0,2,Alta,469.3446088794926,111000.0,74.47165380744717,74000.0,Luxury,156.44820295983087,24.823884602482387
Porsche,Taycan,Dual Electric Motors,79.2 kWh,402 hp,230 km/h,5.4,"$86,700 ",Electric,4,344 Nm,79.2,Small,402,Very High Power,86700.0,4,Alta,215.67164179104478,21675.0,1094.6969696969697,28900.0,Luxury,71.8905472636816,364.89898989898984
Porsche,Taycan 4S,Dual Electric Motors,79.2 kWh,522 hp,250 km/h,4,"$103,800 ",Electric,4,640 Nm,79.2,Small,522,Very High Power,103800.0,4,Alta,198.8505747126437,25950.0,1310.6060606060605,34600.0,Luxury,66.28352490421456,436.86868686868684
Porsche,Taycan Turbo,Dual Electric Motors,93.4 kWh,670 hp,260 km/h,3.2,"$150,900 ",Electric,4,850 Nm,93.4,Small,670,Very High Power,150900.0,4,Alta,225.22388059701493,37725.0,1615.6316916488222,50300.0,Luxury,75.07462686567165,538.543897216274
Porsche,Taycan Turbo S,Dual Electric Motors,93.4 kWh,750 hp,260 km/h,2.8,"$185,000 ",Electric,4,1050 Nm,93.4,Small,750,Very High Power,185000.0,4,Alta,246.66666666666666,46250.0,1980.728051391863,61666.666666666664,Luxury,82.22222222222223,660.2426837972876
Porsche,Taycan GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.5,"$132,750 ",Electric,4,850 Nm,93.4,Small,590,Very High Power,132750.0,4,Alta,225.0,33187.5,1421.306209850107,44250.0,Luxury,75.0,473.76873661670226
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4 kWh,469 hp,220 km/h,4.8,"$97,700 ",Electric,5,500 Nm,93.4,Small,469,Very High Power,97700.0,5,Alta,208.31556503198294,19540.0,1046.0385438972162,32566.666666666668,Luxury,69.43852167732764,348.67951463240536
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2 kWh,509 hp,240 km/h,4.1,"$104,000 ",Electric,5,650 Nm,79.2,Small,509,Very High Power,104000.0,5,Alta,204.3222003929273,20800.0,1313.1313131313132,34666.666666666664,Luxury,68.10740013097578,437.71043771043765
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988 cc,300 hp,275 km/h,4.9,"$63,400 ",Petrol,2,380 Nm,1988.0,Large,300,Very High Power,63400.0,2,Alta,211.33333333333334,31700.0,31.89134808853119,21133.333333333332,Luxury,70.44444444444444,10.630449362843729
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497 cc,350 hp,285 km/h,4.4,"$75,400 ",Petrol,2,420 Nm,2497.0,Large,350,Very High Power,75400.0,2,Media,215.42857142857142,37700.0,30.196235482579095,37700.0,Luxury,71.80952380952381,10.065411827526365
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995 cc,414 hp,302 km/h,4.2,"$100,200 ",Petrol,2,420 Nm,3995.0,Extra Large,414,Very High Power,100200.0,2,Media,242.02898550724638,50100.0,25.081351689612013,50100.0,Luxury,80.67632850241546,8.360450563204004
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,493 hp,315 km/h,3.2,"$141,700 ",Petrol,2,450 Nm,3996.0,Extra Large,493,Very High Power,141700.0,2,Media,287.4239350912779,70850.0,35.46046046046046,70850.0,Luxury,95.8079783637593,11.820153486820153
Porsche,718 Boxster,2.0L Turbo Flat-4,1988 cc,300 hp,275 km/h,4.9,"$65,500 ",Petrol,2,380 Nm,1988.0,Large,300,Very High Power,65500.0,2,Alta,218.33333333333334,32750.0,32.947686116700204,21833.333333333332,Luxury,72.77777777777777,10.982562038900067
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988 cc,300 hp,275 km/h,4.7,"$69,600 ",Petrol,2,380 Nm,1988.0,Large,300,Very High Power,69600.0,2,Alta,232.0,34800.0,35.010060362173036,23200.0,Luxury,77.33333333333333,11.670020120724345
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995 cc,394 hp,293 km/h,4.3,"$90,300 ",Petrol,2,430 Nm,3995.0,Extra Large,394,Very High Power,90300.0,2,Media,229.18781725888326,45150.0,22.60325406758448,45150.0,Luxury,76.39593908629442,7.53441802252816
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995 cc,414 hp,301 km/h,4.1,"$98,300 ",Petrol,2,420 Nm,3995.0,Extra Large,414,Very High Power,98300.0,2,Media,237.43961352657004,49150.0,24.60575719649562,49150.0,Luxury,79.14653784219001,8.20191906549854
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.6,"$92,300 ",Petrol,4,450 Nm,2894.0,Extra Large,325,Very High Power,92300.0,4,Media,284.0,23075.0,31.893572909467863,46150.0,Luxury,94.66666666666667,10.631190969822622
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,462 hp,280 km/h,4.4,"$113,300 ",Hybrid,4,700 Nm,2894.0,Extra Large,462,Very High Power,113300.0,4,Alta,245.23809523809524,28325.0,39.14996544574983,37766.666666666664,Luxury,81.74603174603175,13.049988481916609
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.5,"$101,400 ",Petrol,4,450 Nm,2894.0,Extra Large,325,Very High Power,101400.0,4,Media,312.0,25350.0,35.03800967519005,50700.0,Luxury,104.0,11.679336558396683
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,690 hp,315 km/h,3.2,"$200,200 ",Hybrid,4,870 Nm,3996.0,Extra Large,690,Very High Power,200200.0,4,Alta,290.1449275362319,50050.0,50.1001001001001,66733.33333333333,Luxury,96.71497584541063,16.700033366700033
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,560 hp,295 km/h,3.7,"$128,900 ",Hybrid,4,750 Nm,2894.0,Extra Large,560,Very High Power,128900.0,4,Alta,230.17857142857142,32225.0,44.54042847270214,42966.666666666664,Luxury,76.72619047619048,14.846809490900714
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.6,"$98,300 ",Petrol,4,450 Nm,2894.0,Extra Large,325,Very High Power,98300.0,4,Media,302.46153846153845,24575.0,33.96682791983414,49150.0,Luxury,100.82051282051282,11.322275973278046
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996 cc,473 hp,300 km/h,3.9,"$136,900 ",Petrol,4,620 Nm,3996.0,Extra Large,473,Very High Power,136900.0,4,Media,289.4291754756871,34225.0,34.25925925925926,68450.0,Luxury,96.47639182522903,11.419753086419753
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996 cc,550 hp,306 km/h,3.8,"$175,200 ",Petrol,4,770 Nm,3996.0,Extra Large,550,Very High Power,175200.0,4,Media,318.54545454545456,43800.0,43.84384384384384,87600.0,Luxury,106.18181818181819,14.614614614614615
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996 cc,570 hp,310 km/h,3.8,"$290,000 ",Petrol,4,800 Nm,3996.0,Extra Large,570,Very High Power,290000.0,4,Media,508.7719298245614,72500.0,72.57257257257257,145000.0,Luxury,169.5906432748538,24.190857524190857
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894 cc,443 hp,289 km/h,4.1,"$105,000 ",Petrol,4,550 Nm,2894.0,Extra Large,443,Very High Power,105000.0,4,Alta,237.02031602708803,26250.0,36.281962681409816,35000.0,Luxury,79.00677200902935,12.093987560469937
Porsche,Macan Base,2.0L Turbo Inline-4,1984 cc,265 hp,232 km/h,6.4,"$58,000 ",Petrol,5,400 Nm,1984.0,Large,265,High Power,58000.0,5,Media,218.8679245283019,11600.0,29.233870967741936,29000.0,Luxury,72.95597484276729,9.744623655913978
Porsche,Macan T,2.0L Turbo Inline-4,1984 cc,265 hp,233 km/h,6.2,"$63,000 ",Petrol,5,400 Nm,1984.0,Large,265,High Power,63000.0,5,Media,237.73584905660377,12600.0,31.754032258064516,31500.0,Luxury,79.24528301886792,10.584677419354838
Porsche,Macan S,2.9L Twin-Turbo V6,2894 cc,375 hp,259 km/h,4.6,"$70,400 ",Petrol,5,520 Nm,2894.0,Extra Large,375,Very High Power,70400.0,5,Media,187.73333333333332,14080.0,24.32619212163096,35200.0,Luxury,62.577777777777776,8.10873070721032
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894 cc,434 hp,272 km/h,4.3,"$82,900 ",Petrol,5,550 Nm,2894.0,Extra Large,434,Very High Power,82900.0,5,Media,191.01382488479263,16580.0,28.645473393227366,41450.0,Luxury,63.67127496159754,9.548491131075789
Porsche,Macan EV ,Dual Electric Motors,95 kWh,603 hp,240 km/h,4.0 sec,"$85,000 ",Electric,5,750 Nm,95.0,Small,603,Very High Power,85000.0,5,Alta,140.96185737976782,17000.0,894.7368421052631,28333.333333333332,Luxury,46.98728579325594,298.2456140350877
Porsche,Cayenne Base,3.0L Turbocharged V6,2995 cc,335 hp,245 km/h,5.9,"$72,200 ",Petrol,5,450 Nm,2995.0,Extra Large,335,Very High Power,72200.0,5,Media,215.52238805970148,14440.0,24.106844741235392,36100.0,Luxury,71.8407960199005,8.03561491374513
